rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
27400,72708.3950110932,50660.2045547867,57992.0178209358,64821.3098429401,71123.8582260955,69652.3679372108
27500,72894.3514918133,50724.1085548686,58148.0755347144,64924.3158070527,71265.7572724905,69839.1766559324
27600,73101.1557225559,50811.3029156386,58243.4789353663,65029.8869296923,71470.3123641025,69974.4148816298
27700,73268.449667112,50887.5317116801,58306.3398541511,65152.1185463776,71588.3075600013,70126.6822031357
27800,73455.7595965886,50919.3961541238,58432.1683239134,65252.8571187087,71688.7405249375,70303.7573329979
27900,73700.8456127136,50995.363749038,58483.716315706,65374.1521146036,71872.6443890453,70471.2930249224
28000,73874.4382489807,51081.1875534482,58620.292959851,65495.677440998,71985.9390552246,70649.1482625826
28100,74034.5187604594,51145.1641042835,58693.8987956688,65618.4591557037,72148.2704218297,70827.2660521055
28200,74176.2124399594,51207.8684420067,58788.8760586004,65781.6172352357,72254.4167808888,70946.6033115515
28300,74334.1313524139,51240.5342268387,58896.9147823298,65831.4540743165,72387.1488987712,71109.864256998
28400,74537.6401343144,51292.8202207513,58958.8792883691,65955.8816433755,72550.1215235289,71291.3335384134
28500,74715.5069285636,51336.4003073135,59051.9430938149,66061.3977985679,72733.4208774971,71452.2831343153
28600,74838.160162378,51390.1988610354,59116.1713628417,66155.7706200363,72886.060156406,71577.1673091992
28700,74996.3626724736,51453.7569624547,59189.6786488425,66247.2353554013,73040.0225335907,71810.1506243963
28800,75184.954064243,51474.8564186464,59231.6363953693,66307.6863921223,73208.7550613744,71912.9939065197
28900,75376.8676795943,51560.3599605535,59326.3281293042,66430.1989697453,73275.4352304493,72067.8663017824
29000,75566.1837829141,51592.2227926465,59399.4091242157,66531.9236780034,73391.1625403085,72235.9458975291
29100,75760.9300992489,51614.560035903,59452.2645145678,66655.1396809576,73519.131344109,72412.8839530502
29200,75919.5603148049,51636.008106384,59483.7034269325,66747.7630325817,73636.0854218923,72558.9385976246
29300,76072.8960278474,51680.0008750177,59558.3662536391,66839.8460206875,73828.7803252665,72728.427950017
29400,76249.4754688985,51713.0274726854,59674.0713333805,66930.1080898085,74012.4726603054,72932.5550255587
29500,76442.3721898917,51745.4602655518,59737.1287425931,67044.6979638131,74155.7914430295,73111.4847623301
29600,76554.8687395713,51788.5024647165,59833.071087555,67141.9619884646,74313.732373117,73265.9314267132
29700,76757.4584905424,51821.0672147447,59907.7909773467,67253.0885749346,74473.5890874561,73473.0013574794
29800,76956.9288942573,51853.5485879752,60002.4201090851,67304.8835565459,74598.4519428787,73630.9814518687
29900,77132.7955910574,51928.0678123737,60077.1467588219,67408.1071236393,74720.6801823314,73744.3394195157
30000,77329.410721301,51961.3572083794,60129.3892030698,67438.8943901403,74815.361752353,73923.4797399947
30100,77499.506066245,52004.0006902782,60233.2217790928,67529.7338454477,74937.2589478218,74047.5963038481
30200,77684.7379618001,52015.1081328191,60329.0696950144,67632.9218501497,75062.3352872676,74152.2019082484
30300,77864.4974336422,52048.3009840594,60413.2946369199,67686.3404500473,75218.3619029012,74327.4866996042
30400,78016.9365362448,52090.9420584366,60456.9055622289,67829.6192981295,75313.5408241024,74455.9372247931
30500,78138.2622692547,52134.7392850199,60478.2746726642,67902.2668776714,75460.3475242351,74574.4777407175
30600,78264.6826470182,52145.5664861975,60572.3641225028,67982.4095553141,75563.4297489406,74769.2563997814
30700,78444.7532573146,52166.8781819756,60613.5921305639,68072.5498533363,75670.0738924346,74958.0310559059
30800,78639.049116418,52231.1987379399,60666.5359657159,68154.5202425234,75804.9714727486,75059.7832596115
30900,78745.5985756161,52295.7696004665,60740.8740145155,68248.4971510085,75871.5413713039,75136.2715838249
31000,78915.5116954778,52338.7654049365,60814.8592396022,68300.0199946013,75984.3170914042,75291.1041277989
31100,79065.6662678601,52371.6106353835,60888.5384854856,68351.496875904,76098.8668032098,75451.5760976709
31200,79208.8667090004,52403.7171488581,60994.5354101028,68412.7913536608,76222.5376257864,75633.0232281434
31300,79432.9395786983,52489.8711088647,61026.6930712681,68544.5682667646,76325.5058833927,75839.1890526268
31400,79555.7019215067,52511.7483453836,61091.035996991,68646.7501661103,76484.2521680625,75925.7637979685
31500,79758.4896622125,52576.6993674484,61134.5168736951,68697.0307814431,76602.3261126601,76093.9432183368
31600,79909.2073112399,52641.1153387649,61207.7732865375,68768.594605158,76701.1966995971,76254.0409578834
31700,80043.5030762273,52674.1156920105,61259.1713755933,68829.6402982753,76840.5935138235,76393.1230507768
31800,80141.2905223484,52717.4527381968,61280.6256799664,68859.4156447225,76926.5226548042,76538.600670311
31900,80318.2794184848,52760.8366568035,61354.8865097838,68930.9561802194,77052.6083871109,76679.2048717173
32000,80443.6951008737,52771.506909504,61429.9485739642,69010.8199491801,77150.0958891125,76825.1028168414
32100,80569.8250049225,52803.4510828964,61482.8019149064,69143.6650350826,77225.2472254009,76978.7144829241
32200,80748.1721237175,52814.1014740602,61493.4218849922,69245.8195393785,77311.5796411568,77091.5466333322
32300,80918.8695284457,52846.6713149966,61525.6538290481,69286.8278187885,77419.8644244202,77202.5309441694
32400,81031.4875592981,52889.9102627996,61579.1747076827,69360.2110823262,77544.5583722728,77348.5565589609
32500,81210.8395486307,52932.5132596365,61640.7436612708,69392.223648828,77648.7738256004,77474.1024295924
32600,81298.2293632481,52975.2442997693,61703.4434539729,69515.4973814612,77733.5944980638,77565.740072582
32700,81433.9409214754,52996.7506245924,61777.2602632939,69578.1924295294,77828.9041753442,77711.7906087171
32800,81575.9670784794,53028.8545060734,61851.8828085092,69661.4793929073,77991.0474986735,77782.4278008281
32900,81701.7758740059,53072.378793957,61904.66292591,69742.1738367069,78085.5550996094,77945.6954706259
33000,81854.0105007217,53094.6711907099,61955.9180406761,69829.4988849484,78144.8968237956,78089.5793237612
33100,82029.5564673624,53105.5514584891,61976.7456159123,69911.0942546143,78200.4981803584,78215.4382745894
33200,82176.162667501,53159.9570986991,62018.4208759177,69991.9113922441,78334.329355819,78324.9423739608
33300,82291.3265585352,53203.5750449861,62049.5902187405,70105.9189181762,78457.7651752013,78453.8121365402
33400,82460.9462223926,53225.7606482849,62114.9086918318,70166.0000536631,78575.5485806518,78547.8570397733
33500,82560.6412181901,53248.4992319207,62197.901846322,70249.0842814947,78660.7277801916,78636.8345234489
33600,82704.6633728782,53259.2804428817,62283.8974197993,70331.4965436014,78745.8921068647,78765.0133918702
33700,82829.7684489665,53312.5997171283,62284.3055587629,70413.7512409438,78843.9527910965,78875.6359589036
33800,82956.6739253658,53344.3363171785,62305.9088115835,70463.4721263521,78969.0356607044,79020.064751907
33900,83134.623171015,53366.0626551699,62347.3898555847,70545.3483923477,79046.9041119472,79132.7301691421
34000,83251.2622951734,53387.549552601,62399.3292976391,70628.6298051096,79190.109994408,79278.2950918508
34100,83384.3432002339,53398.4046674175,62431.0941328939,70698.5506141542,79308.0149692283,79403.881638707
34200,83473.0241932331,53461.9028243286,62473.8060730958,70801.3184952258,79375.5923845953,79495.9609301218
34300,83598.2539627753,53505.3836938714,62516.8234217836,70883.1022221527,79451.3938439007,79566.1845349473
34400,83730.6004631676,53505.7659369065,62538.4347497047,70974.3128725807,79527.2341071277,79669.6821893561
34500,83871.9842429425,53559.9621365757,62559.3250018583,71035.4217996935,79611.9440563356,79814.0511241058
34600,84039.7651037891,53570.6120137496,62570.3120378722,71075.1481207234,79705.395155521,79956.8111445013
34700,84228.9723478653,53623.9957167499,62632.8882270275,71136.0314402808,79784.5377693743,80108.4684872276
34800,84323.5697406134,53634.4105643759,62643.3680335025,71188.7365029206,79891.4037495054,80244.6609059001
34900,84509.6638032329,53655.7119480041,62695.9788955163,71219.8447305313,79969.3639349607,80366.0826984861
35000,84647.3695302865,53677.6083868229,62738.0289052486,71272.5746583286,80112.5828509183,80544.242073446
35100,84810.1013177351,53689.1781494576,62789.9271213113,71324.1224025526,80220.1396909014,80595.5231228869
35200,84967.681347036,53711.8139327541,62842.802186563,71398.4438155153,80268.3954847481,80731.2237393891
35300,85045.2300127319,53754.7127909304,62905.349656004,71438.1282720007,80363.5801640826,80852.9250102285
35400,85205.4192356874,53765.9203803002,62937.1156425188,71486.8297284881,80391.8786266854,80991.6873486497
35500,85340.1629491051,53808.0802468774,63019.8537101891,71547.324373649,80517.9952295849,81120.0838091784
35600,85459.7750166515,53840.5107857834,63041.6779651936,71586.4808057322,80676.583433298,81220.2571565905
35700,85602.0682814779,53872.4167473727,63062.474334996,71667.9894020732,80754.476103531,81286.1446953248
35800,85700.5416233374,53872.7641916049,63103.0777128751,71720.9081714654,80852.7035327961,81372.1883535614
35900,85852.3287014178,53894.5280950622,63124.259224249,71760.5687586338,80947.1045364941,81498.4721108688
36000,85996.7954813578,53927.0583867168,63187.5780541906,71822.5818004133,81004.0693649052,81598.7479530849
36100,86083.7246724686,53948.300312597,63219.2702414129,71885.0564921588,81092.6463438715,81713.8350263662
36200,86218.9124705544,53959.6787355943,63229.6001101301,71943.5675609917,81170.3091905379,81874.575125678
36300,86341.4126224937,53991.6764298983,63323.9510581642,72016.3045935065,81244.5982215874,81968.5641553072
36400,86438.8254110105,53991.9521583524,63344.8158786622,72056.7317781792,81340.8600706459,82108.1864830497
36500,86568.123607364,54002.945910414,63377.4771613047,72088.3984942049,81419.9518603824,82218.1536514779
36600,86620.9064316601,54035.9606265382,63398.6028755074,72119.3698209789,81478.6553925208,82317.3403119047
36700,86747.839910135,54057.1012508605,63420.5002438863,72179.1335847329,81529.1464397455,82420.0458181596
36800,86872.2236492496,54057.6333546374,63493.1048055136,72232.765308422,81615.4602785493,82515.829840596
36900,87043.8724537538,54058.0611625758,63514.1404733417,72263.3408719502,81737.9905031687,82613.0641048644
37000,87160.0652681515,54069.3567098377,63545.555033081,72294.695389799,81826.0803786279,82733.4387797032
37100,87285.4940037789,54111.8806134285,63587.0418659499,72354.1710924591,81862.9480362471,82836.2174078591
37200,87373.4767775168,54144.4983636804,63617.8381976036,72365.5453552099,81932.8810906258,82955.8429164878
37300,87449.3808770439,54176.4513013295,63629.1133671144,72427.1271353013,81989.5465377705,82999.1878321174
37400,87591.2301476085,54187.1557802291,63660.3497452858,72458.3009589307,82039.6326185753,83161.21795591
37500,87729.8218582697,54187.8739946222,63681.5028861467,72468.7574415995,82118.5668807265,83246.4694280239
37600,87871.1543464426,54199.1472014349,63713.9505373635,72499.7626498479,82167.2027186731,83320.8097702619
37700,87971.2416481649,54199.5591621885,63733.8692703762,72530.4741497398,82264.1426129221,83364.7029374265
37800,88086.7118425202,54221.813731013,63754.6981403491,72570.3925161549,82282.660341032,83497.6042558305
37900,88185.9355602488,54244.1921353987,63765.7411509583,72620.634343412,82320.2980328934,83601.941869036
38000,88283.67158321,54266.1807235149,63787.0489795755,72669.1827752853,82350.0178944561,83705.5048458824
38100,88372.884228539,54266.6879647238,63818.5839591689,72699.8730153133,82404.4415964227,83788.3501723749
38200,88485.0799177976,54277.9813582921,63850.9667040915,72750.746704264,82452.7642723345,83922.9395153983
38300,88558.1317716257,54299.7838717578,63871.9058936306,72812.6002703219,82499.3304018246,83957.7532569373
38400,88684.9023105881,54300.3622263271,63912.6259436523,72843.6793994161,82567.3074233249,84043.9458482485
38500,88790.7218657488,54300.8280154859,63913.244028649,72863.4182273243,82642.8004011651,84135.5242867166
38600,88900.5093382099,54311.6708764868,63913.6771872597,72893.5200395665,82690.9106032899,84215.0168112585
38700,89035.6796593871,54312.0125156956,63934.8760648354,72924.4314297006,82766.2109572648,84291.066180266
38800,89142.6772905293,54353.7910443099,63946.2416559695,72945.7594816166,82813.6316230798,84372.6652891226
38900,89219.530577643,54354.281821973,63966.6503166894,72987.2952210043,82879.7191585907,84432.1603169677
39000,89307.8766978923,54386.9388332657,64029.7053400422,72998.4896607636,82916.3749016897,84533.5369553892
39100,89379.3962135227,54387.5584329425,64030.0360674118,73029.6933969913,82945.5319288679,84620.7855721776
39200,89487.5864119995,54388.1197403269,64041.4701759882,73040.6882201642,82984.4159895586,84724.9900742894
39300,89592.3262175241,54409.501747947,64083.8675515856,73092.6897219771,83032.8503418713,84766.2247935342
39400,89687.8502173066,54410.1382124685,64094.696328707,73122.0402185424,83071.5087271381,84885.135255473
39500,89789.7698470388,54420.8493310262,64127.1785086479,73142.7903052044,83129.781387221,84962.0336429792
39600,89879.4506965772,54421.3132992773,64148.4884864522,73184.0325575479,83159.3716892554,85046.1174909278
39700,89942.019614893,54432.64149355,64170.4616436952,73204.2431035706,83196.5865473627,85145.3346284664
39800,90015.1520136825,54475.4788640411,64192.1468787449,73265.809273781,83254.95940082,85237.1957756898
39900,90105.9365290709,54487.0716177031,64213.8874968308,73296.5950162116,83324.776558442,85312.746594927
40000,90222.0500452797,54498.2194165168,64235.6858109328,73317.6369968497,83381.4292587895,85412.4025889164
40100,90285.5042547542,54498.8355959992,64256.583154425,73328.265137204,83410.4167289673,85514.2040648112
40200,90347.3834017628,54499.370041972,64256.8934972715,73369.4542284888,83458.2966392895,85601.1968273454
40300,90417.4895846948,54542.639393495,64278.3169733588,73389.6258672622,83545.8234887845,85686.0207862659
40400,90525.8023719113,54542.960524363,64288.9733628392,73420.7926764212,83574.6139390764,85762.9030872705
40500,90588.2044069146,54554.1576318304,64289.6034703759,73430.7167845885,83632.9498567635,85829.7936509995
40600,90659.2248300212,54554.6628749589,64321.7275496023,73440.9556783464,83661.3869669576,85961.3504279869
40700,90713.9939282963,54554.9603883841,64364.5404101546,73472.3013257666,83727.5871087365,86013.0145509282
40800,90803.732381355,54566.050684712,64396.4951271797,73533.4463678334,83756.7041866591,86072.1912900335
40900,90859.7114302184,54587.1329288461,64407.2451541864,73553.3825820781,83804.5995997391,86132.6967993589
41000,90982.3557545279,54619.4665152946,64407.7109529596,73594.9270704718,83855.3163044141,86174.435601163
41100,91063.8298561093,54640.7344409131,64438.5808610478,73635.7858990346,83894.4200496664,86276.2906652802
41200,91147.5615433158,54641.3332096305,64469.0683795089,73646.8864368985,83944.2542724733,86327.7730992952
41300,91227.6483949346,54652.4686963478,64480.4330171546,73657.4718901242,84011.3169988518,86395.5113074402
41400,91316.8469971431,54652.9007980952,64511.4909369521,73668.6365012832,84084.8507276937,86474.7191780894
41500,91404.9970076745,54653.3926808509,64511.9912492302,73679.1578337875,84095.2640913266,86542.5502102633
41600,91538.604152907,54664.7581554424,64533.4292906773,73679.7347447307,84132.8036332946,86586.3627079142
41700,91617.8067807589,54676.0478825523,64543.8433929166,73701.942753677,84142.6549828637,86601.7677238894
41800,91716.3088269548,54687.4045474329,64565.7345143371,73731.753825698,84180.7322521364,86679.4464173511
41900,91843.691604062,54687.9034355951,64577.286202947,73763.5195943114,84217.444406897,86749.2321655901
42000,91897.8059142137,54688.508122194,64588.3813514674,73774.2834068527,84287.1093995564,86800.3578507533
42100,91977.1045250725,54688.9062488695,64608.9613331212,73774.7983431433,84315.9531812814,86866.3294081412
42200,92076.3856532869,54689.187683011,64630.1117891242,73785.6561780839,84363.8500875777,86967.7730026738
42300,92158.8588083264,54700.0696228472,64630.7766496657,73786.0982740131,84428.1496888799,87026.4905707265
42400,92249.3088071468,54711.0565141544,64631.2925973342,73796.3663935004,84457.5339922801,87109.3565462453
42500,92266.192155318,54733.072289381,64631.9406326914,73806.6406469515,84468.432119929,87177.8227828598
42600,92294.1106517458,54754.6999169647,64663.8000738755,73816.6538921121,84504.8827501541,87228.6486297238
42700,92409.4894722532,54755.1576937175,64685.1957840949,73836.522891373,84573.0081718647,87297.0918572475
42800,92532.2083500212,54766.1883478696,64685.6492089485,73857.53694633,84602.555468237,87381.9073613232
42900,92594.9513563502,54766.670877059,64686.1386027124,73867.9791137752,84641.5801286422,87450.3656237145
43000,92649.1992249555,54767.3509217778,64696.6761978384,73868.4602786443,84661.3392778137,87527.7823051417
43100,92692.6058200264,54768.1000421121,64697.2332146616,73888.8856132931,84697.3525809719,87586.8955057647
43200,92765.6017230925,54778.8999215928,64708.0319017432,73930.4097260079,84765.3315837277,87647.6935841869
43300,92827.5645555731,54779.4437274401,64708.7278918017,73949.6883183644,84794.1861441086,87683.0780247908
43400,92871.5088246954,54801.3869239759,64719.4613500226,73960.2933097688,84822.159616818,87717.9299600361
43500,92926.0324274706,54822.9654318969,64729.6035253005,73981.5681729186,84850.0684270517,87750.5716236635
43600,92996.461915851,54834.0128249652,64730.081453744,74012.2426322814,84877.5558815124,87759.8444199548
43700,93102.2036321787,54834.6395143787,64730.5872703773,74042.6894813178,84946.4714513044,87811.1720532511
43800,93173.9405881917,54835.094263425,64731.0600062015,74062.9330646884,85002.9277457211,87869.30912921
43900,93229.392283521,54835.5677408713,64752.6683857419,74073.1325238767,85021.2965723068,87931.8087943421
44000,93292.2808110117,54836.1399503564,64763.7428785379,74083.5651925722,85041.2360325431,87982.9838881605
44100,93356.039509676,54857.7365451034,64774.9883152453,74104.208796576,85105.3841157147,88007.7369661849
44200,93420.8923998968,54858.3965185826,64785.2600654636,74115.1985792196,85125.0008192855,88074.9102631154
44300,93481.3611901608,54858.7280907581,64785.7195081388,74156.4266035163,85152.5006878792,88109.2215212693
44400,93561.8562214856,54859.1130793159,64796.4430874245,74177.1200191292,85199.8370845855,88202.2434087675
44500,93637.3608849338,54859.7044874136,64808.5599462414,74177.4543272503,85229.1935479895,88229.0749902549
44600,93700.0074598169,54870.5135581876,64819.5474838244,74188.9151165836,85266.7099964737,88280.3145477577
44700,93772.7386451274,54881.8789342694,64830.1410550332,74208.7271547705,85325.5645961752,88322.8120708091
44800,93842.6884185678,54882.3184628207,64840.6871312764,74229.4991161663,85336.6673376305,88383.612729568
44900,93885.1892503306,54883.0465039007,64852.2935451255,74229.9292238934,85373.2196116298,88442.7018227241
45000,93931.7439212949,54894.0204141575,64873.6926071675,74251.0170482452,85448.8617776454,88501.4660714064
45100,93959.8247461833,54905.0294269436,64884.2586001086,74270.2718979111,85467.626400797,88529.0695906934
45200,94031.6006317946,54905.5457308896,64884.8363430342,74291.3853090646,85477.7025989308,88587.0360675731
45300,94084.5845868685,54906.2991337647,64895.4971261427,74291.9606346399,85507.1954443315,88639.0140230633
45400,94161.7672993491,54917.5170054347,64906.0251263484,74292.5859080992,85547.9814194286,88706.9653922004
45500,94224.4221255519,54918.0762255303,64906.4784346013,74313.7210586564,85586.5722947013,88775.4008883248
45600,94285.9985179657,54918.8746565382,64907.0417958263,74314.1125351194,85635.0552703993,88800.2370050168
45700,94349.8118304994,54919.5543873998,64907.6931187109,74334.5583449498,85654.5176135572,88850.6716933628
45800,94376.0786815734,54919.919289842,64929.6260838962,74335.0056942443,85675.8172059652,88878.2244664447
45900,94420.6458988702,54920.419512327,64930.347056134,74345.4747303577,85711.26158713,88896.1480302374
46000,94466.4407638941,54931.4146503843,64940.9232802027,74345.7350740221,85711.8844218471,88914.6845347024
46100,94530.4790387579,54931.7140164264,64951.6576669951,74356.5244177492,85723.0799380454,88951.4849782445
46200,94557.7073836798,54932.1885086041,64952.1499079891,74375.900280758,85751.6687202619,89003.7327873619
46300,94611.4680793511,54932.6812612706,64952.5200211883,74406.584206762,85752.263195306,89037.0449884251
46400,94674.4774863533,54943.6093573698,64953.0269859117,74426.9999555427,85771.734078951,89054.1964009253
46500,94703.4588119374,54944.3553810129,64953.30703435,74437.471523013,85791.0205620926,89089.6162919628
46600,94759.0413371384,54945.1398443708,64953.7983140586,74447.190543678,85809.6473405255,89114.962616758
46700,94805.8666520688,54945.5192166127,64975.2184432088,74458.096335792,85838.9189128826,89122.7216531673
46800,94859.7076118603,54946.1181230664,64975.7570919782,74469.0692328409,85867.379267817,89165.4840369508
46900,94894.6532424285,54946.4494435666,64976.2101638471,74469.6130750384,85887.4083610842,89220.5468566574
47000,94964.0404862338,54947.020120938,64976.7239489133,74489.8665954828,85896.9137388699,89255.7767810805
47100,95019.5139591997,54947.4902493698,64977.2318590579,74490.4330812417,85943.7051539899,89296.5928881042
47200,95070.6172037423,54948.0521391696,64987.9773523138,74491.0316942089,85972.7522197794,89305.7533017809
47300,95135.0457804189,54958.9287403013,64998.5763046096,74502.0877136338,85991.9228809815,89383.1389672081
47400,95162.2083561484,54959.4224911335,65020.3882323857,74502.7624470888,86011.2634898851,89408.7337493687
47500,95215.6480024533,54960.0104530248,65021.0300494519,74503.3804065717,86056.7669349279,89435.1343410078
47600,95234.4312925871,54960.4680575333,65032.2475607286,74503.8152099448,86066.6571597986,89467.6619498891
47700,95287.5032349002,54960.9011528262,65032.4935109185,74504.2948187837,86085.4030194939,89567.1550210208
47800,95351.133630579,54972.5562919811,65032.9454730261,74504.968593657,86112.1849324742,89619.8053784354
47900,95397.7330409869,54983.8063440495,65033.6109051773,74526.0077134781,86130.2180037886,89651.3111756023
48000,95460.8552362094,54984.6239100925,65034.2058590455,74536.7031518024,86140.5881178338,89676.5561314103
48100,95495.640663346,54985.2257215388,65055.5015044789,74567.188428903,86160.8367056014,89719.3967759571
48200,95530.407298727,54985.671508928,65055.922384728,74577.1076329379,86190.8058009977,89738.3047768672
48300,95548.6525432228,55007.4241444903,65066.7064833406,74577.5114605076,86229.8887810476,89762.7138526182
48400,95619.9277229833,55007.9715143797,65067.302873138,74577.9645614444,86251.2946565773,89788.9521284437
48500,95656.9449998084,55008.4475178795,65067.7655883742,74588.6260578578,86281.0598325326,89812.9039504849
48600,95694.8905797772,55009.2865018049,65068.4695123152,74598.8488901782,86301.121413394,89837.3136295016
48700,95722.576669624,55009.7957264385,65068.9331209282,74599.385919368,86329.3546463479,89863.0719677539
48800,95767.5273942601,55010.3751246131,65069.676969838,74599.9880631418,86368.5042140871,89871.7488992923
48900,95795.8369236029,55010.8359231127,65070.2982799976,74600.5115270174,86387.7148782162,89889.4532015192
49000,95813.8442903804,55022.0242489024,65070.7439787158,74620.9509320541,86397.5028083871,89899.388610853
49100,95839.912172054,55022.7804656964,65081.2577899987,74621.7755202845,86427.5579699285,89917.6420253853
49200,95893.1057526635,55023.5778123025,65081.7342557745,74633.2702218127,86446.7638655967,89934.8244284196
49300,95928.1271311722,55024.224763502,65082.3504893553,74643.7203795919,86467.0423901072,89961.9349252604
49400,95955.8919656209,55024.9009373662,65082.8928275442,74644.2656009939,86486.974082265,90003.981698966
49500,95965.2655978641,55036.4557989035,65083.2977553797,74644.8250578583,86507.0578371398,90056.2106938753
49600,95983.8191493546,55036.883086407,65083.7772705352,74655.1361542247,86525.0804662133,90081.8779349125
49700,96040.2270747603,55048.3816947118,65084.190734172,74655.4722191596,86544.4732894246,90108.4238843615
49800,96066.4420991931,55048.9010222289,65094.5874078028,74656.0029143662,86554.8808416234,90134.2829706849
49900,96094.2491617884,55049.3272450269,65095.2675559284,74675.4165892937,86564.1414287719,90142.7382641139
50000,96131.057657909,55049.8571222127,65095.7682276361,74695.6890867577,86574.09897982,90152.309909074
50100,96158.4807739235,55050.6711836219,65096.1300934238,74696.4176577264,86574.7045171941,90170.0759342725
50200,96175.8990050342,55051.1755147874,65096.796443709,74716.2995585099,86594.1175552379,90170.6177356913
50300,96208.8138178445,55051.7510575741,65097.2960641339,74716.835239772,86604.480419374,90188.7880021882
50400,96209.499870862,55052.1366585569,65108.5970868629,74717.2323301924,86604.9808331596,90216.2520247566
50500,96227.6367144763,55052.4679740736,65109.0099940729,74717.6401146909,86615.0063292078,90233.5751270594
50600,96228.1062125988,55053.1065991988,65129.5205894824,74728.4036790007,86624.5694287781,90259.1917276681
50700,96290.0391947878,55053.7593601274,65130.1005298669,74728.8999358398,86625.0396533173,90278.6600766778
50800,96318.1662787972,55054.4480210818,65130.6895098283,74739.4782946924,86625.5661148862,90304.2023132554
50900,96336.6405047973,55055.2279774808,65131.2858104683,74759.6131406973,86626.1380126421,90328.2613262303
51000,96355.7455355711,55055.7827029793,65131.7463343198,74760.1243466378,86645.1805421457,90344.158029088
51100,96374.4759789156,55056.4408309885,65131.9960991123,74760.6348605795,86654.1271898728,90379.4515386228
51200,96403.1072927221,55057.1417188663,65132.7107653942,74761.1257318181,86663.9980369838,90387.7183365027
51300,96429.2722746109,55057.7791567378,65133.3183871497,74761.4093448379,86673.906239341,90412.1114130235
51400,96465.4274445349,55058.535108071,65133.8345392281,74762.0696525636,86694.2841173107,90438.9881276389
51500,96511.3527262902,55059.2832165836,65134.4316894085,74762.5292260393,86694.8378364076,90465.1725546373
51600,96540.4737106139,55059.8735826951,65134.9790955246,74763.0981892928,86695.3435852514,90491.6704787884
51700,96558.1297451004,55060.3241334613,65135.5776394108,74763.7389830037,86705.463645888,90509.4275109831
51800,96576.2988773466,55060.7613934107,65136.0298843302,74764.1908043789,86705.8826888917,90534.3143149589
51900,96594.8897681403,55061.4438028483,65136.566308484,74774.6607492117,86706.47073609,90550.8922342709
52000,96604.5890561132,55062.1155919985,65137.1812612973,74775.1543298103,86707.0267141544,90567.9644931668
52100,96624.1354504432,55062.5408558082,65137.6183087261,74775.8283322449,86734.0189857066,90594.6742312936
52200,96659.8240626976,55063.0148040731,65138.1978900667,74776.4072643647,86734.6319059218,90612.418182124
52300,96660.4171747161,55063.5634150482,65138.6546202321,74777.00637392,86753.9612458485,90612.9300056939
52400,96687.3232167291,55064.2194608387,65139.1544302036,74777.5634307365,86764.0506572306,90638.4178391008
52500,96705.800910531,55064.8350227422,65139.8179734807,74778.3451954582,86764.5473992506,90688.8118284151
52600,96714.5993034221,55065.4346720952,65150.704484966,74778.7783421736,86774.6421791916,90714.3452902927
52700,96733.0378634984,55076.4641571163,65151.0220844674,74789.2360133873,86775.121122426,90742.0192569464
52800,96742.5612690205,55077.0919442564,65161.5602829363,74789.6751204574,86794.4713646691,90742.5404701383
52900,96768.5328469969,55077.5776648028,65162.3285162151,74810.0442364898,86803.3210233139,90767.6541767089
53000,96777.9424672328,55078.2121607449,65162.8341304458,74810.5984993525,86812.5195251026,90777.4346727278
53100,96795.9653106813,55078.4703443185,65163.4357572125,74811.099605576,86813.2060665981,90786.5103158309
53200,96840.3352980662,55089.5626073563,65163.8995398578,74811.7974127496,86823.2193019685,90796.0898728514
53300,96850.1115463826,55090.1822467426,65164.5773373456,74822.0559257426,86823.6366507974,90821.1329148895
53400,96885.6215781221,55090.7479320975,65165.2501947322,74822.5399091849,86833.5915177037,90821.5847420002
53500,96922.9072225918,55091.5290956599,65165.5154439832,74823.1068079855,86834.2000482567,90837.8955090377
53600,96932.7632667488,55092.2011676474,65166.1520821017,74823.6249844615,86834.7286566865,90872.1463564993
53700,96942.1687102818,55092.8130915761,65166.6921817618,74824.1024529381,86835.2337598435,90872.7590090469
53800,96968.3366479041,55093.4616477591,65167.1949045407,74824.5677574911,86846.3955420278,90890.8879155004
53900,96968.791202293,55094.0460122336,65167.6289198289,74825.2952258773,86846.9713949306,90899.9197113335
54000,97003.2380051641,55094.5531004075,65168.0762141985,74825.8248267741,86847.4591273402,90900.6034620282
54100,97003.6916550174,55095.0987813583,65168.7514864175,74826.5057316833,86865.8716072291,90919.9169190875
54200,97023.1857654501,55095.8501194022,65169.3914614395,74826.9020022002,86866.2724628692,90944.7643924619
54300,97051.2063224417,55096.3801301988,65169.9738961631,74827.4353650453,86866.8960675343,90945.3085029999
54400,97078.4427331874,55097.0558056003,65170.6295255031,74827.7980305961,86867.5587098479,90970.3195611554
54500,97088.0340179429,55097.7975196621,65171.1451247021,74828.2564433865,86878.9705174376,90978.7759931563
54600,97134.2553510634,55098.3489188554,65171.513056609,74828.9367585039,86879.4019273534,90986.745023101
54700,97142.7297107934,55099.1269275181,65171.8498848291,74829.6895348313,86879.8235272923,90996.2042131141
54800,97177.8024629636,55099.4980500962,65172.3131282483,74840.9012502257,86880.3476117016,91005.0089695185
54900,97187.0874656138,55100.0983265698,65172.8870293149,74841.5324474493,86890.1910688157,91014.0923029795
