rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
210,0.4564778827,0.4630934572,0.4720807791,0.4666386246,0.4654192246,0.4613997134
211,0.4593559905,0.4608862332,0.4697685755,0.4692359015,0.4679422447,0.4589523198
212,0.4566607292,0.4634553696,0.4721244852,0.4717272241,0.4663826943,0.4575893869
213,0.459408848,0.4660080312,0.4701117659,0.4694427744,0.4641170064,0.4602181174
214,0.4568893948,0.4684373946,0.4724984931,0.4673860986,0.4619975784,0.4577976983
215,0.4591422387,0.4707765703,0.4703243265,0.465155747,0.4643856817,0.4605606135
216,0.4582654131,0.4732015225,0.4680765898,0.4671173927,0.4668448259,0.4629854265
217,0.4612234157,0.4710196518,0.4706118027,0.4693961749,0.46936929,0.4655267293
218,0.4620070994,0.4734446759,0.4685202456,0.4671267395,0.4671125808,0.4633709182
219,0.4647494282,0.4712390157,0.4664071964,0.46514862,0.4649800871,0.4613328732
220,0.4625810171,0.4690948042,0.4643579534,0.467471905,0.4665467586,0.4639382296
221,0.4654316256,0.4669025913,0.4624065502,0.4652548629,0.4688803347,0.4663520985
222,0.4633157661,0.4693583342,0.4649049383,0.4677934145,0.4710807906,0.4641488776
223,0.4609343249,0.4673626655,0.4671972265,0.470239179,0.4691303904,0.4666453526
224,0.4635635661,0.4698044898,0.4650669522,0.4680490711,0.470892782,0.4643358965
225,0.4611269593,0.4676482171,0.4674201957,0.4658492709,0.4690056152,0.465894757
226,0.4639983548,0.465530754,0.4698557496,0.4636997149,0.4713359123,0.4637497811
227,0.4665974183,0.4634618021,0.4676686301,0.4658384967,0.4738854582,0.466354558
228,0.4690415689,0.4656755141,0.4697188646,0.4680665281,0.4717425604,0.4678729342
229,0.4666659758,0.4636964971,0.4719933227,0.4661858589,0.4696468939,0.4662490658
230,0.4658975972,0.4617240681,0.4700317416,0.4643151087,0.4719150182,0.4640038344
231,0.4635540207,0.4597829464,0.4681189349,0.4663772714,0.4741323235,0.4617838563
232,0.4632871646,0.4620034587,0.4704850842,0.4686088815,0.4763681076,0.4629728329
233,0.4660453303,0.4600114175,0.472695041,0.4664970427,0.4787847576,0.4655037126
234,0.4654227387,0.4581006063,0.4705699969,0.4643842909,0.4811228272,0.4631697776
235,0.4659197627,0.4561536636,0.4727365517,0.4665584291,0.4831571609,0.4610981659
236,0.4636234567,0.4585606699,0.4748174802,0.4645811784,0.4854706038,0.4589556719
237,0.4662415842,0.4567126461,0.4770972164,0.4667908213,0.4875951935,0.4612296069
238,0.4639661757,0.4590464651,0.4751899518,0.4647348166,0.485495652,0.4636196686
239,0.463605245,0.4570873083,0.4731473877,0.467031438,0.4874800986,0.4658231317
240,0.4645463406,0.4593559918,0.4710926262,0.4649816531,0.489325685,0.4683003461
241,0.4672720086,0.4616342028,0.4731957567,0.4671845977,0.4912478506,0.4670031068
242,0.4699813853,0.4597086925,0.471121166,0.4694906972,0.4896940051,0.465234186
243,0.4678623038,0.4577774861,0.4732431904,0.4675298023,0.4876353781,0.4631656897
