rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
110,0.5394624974,0.4323658127,0.449548791,0.4527570671,0.4951911908,0.5560059527
111,0.540845571,0.437565994,0.4461735674,0.4487914199,0.4909290383,0.552785779
112,0.5379727818,0.4339620511,0.4422451316,0.4450296991,0.4867417054,0.5487740828
113,0.5354649589,0.4300678371,0.4459997547,0.4409055072,0.4835480303,0.5478190693
114,0.5316362352,0.4263698395,0.4423900305,0.4457479763,0.4794410556,0.5445379467
115,0.5337648692,0.4315053304,0.4386568717,0.4420281801,0.4833844214,0.5402555166
116,0.5310664883,0.4362900195,0.4435273238,0.4467708726,0.4800950342,0.5360193235
117,0.5277416688,0.4402772999,0.4398440567,0.4428094115,0.4765081512,0.5376768011
118,0.5241344862,0.4439726354,0.436012656,0.4388568655,0.4808986066,0.5350869819
119,0.5202039246,0.4401750518,0.4324408823,0.4349883095,0.4769960012,0.5317691159
120,0.5163327264,0.4365873502,0.4286861807,0.4314473568,0.4809661696,0.5278671137
121,0.5176534167,0.4411220833,0.4252907045,0.4276618092,0.4826487634,0.5284880821
122,0.5128165824,0.4457680346,0.4303092422,0.4314300092,0.4861682508,0.5247709233
123,0.5090779753,0.4502307718,0.4349198257,0.427890572,0.4823650338,0.5220217122
124,0.5045628901,0.4466994858,0.4394435202,0.4245410525,0.4785308764,0.5193782572
125,0.5002988167,0.443075925,0.4362141155,0.4277958705,0.4800995548,0.5162110799
126,0.4982638221,0.4474701559,0.4327830685,0.4324510056,0.476347195,0.511895886
127,0.4941477097,0.4438972613,0.4293154571,0.4367579816,0.4799814958,0.510831985
128,0.4982392499,0.4403574591,0.4338138783,0.4332625912,0.4820364054,0.5122550085
129,0.4949595955,0.4442423743,0.4302439272,0.4375932771,0.4790469275,0.509276662
130,0.4909255295,0.4406758475,0.4269286305,0.4339853086,0.4754793196,0.5056957989
131,0.4879362545,0.4443592535,0.4315058018,0.4387186459,0.4718521085,0.5035816031
132,0.4844028082,0.4484852614,0.4282045026,0.4351778107,0.4684095319,0.4995852033
133,0.4820892793,0.4527081486,0.4249588559,0.4397469601,0.4650127962,0.498375094
134,0.4783016281,0.449231362,0.4217690459,0.4440510884,0.4621267118,0.4990347181
135,0.4745353063,0.445933696,0.4186286596,0.4407328944,0.4587780757,0.4953992058
136,0.4711819277,0.4425162628,0.4232176823,0.4448922933,0.4608405963,0.4924526352
137,0.4724828442,0.4392341577,0.4202563602,0.4414809434,0.4575660877,0.4892498478
138,0.468693983,0.4359026949,0.4247176849,0.4380721225,0.4615580022,0.4858624557
139,0.4731981845,0.4328404792,0.428717029,0.4425020798,0.4580290005,0.4824620522
140,0.469122529,0.4368402403,0.4318120887,0.4467363793,0.4548131639,0.4786357132
141,0.4660426156,0.4337130565,0.4351463927,0.4433495115,0.4518695262,0.474641736
142,0.4674132415,0.4377109748,0.4393303593,0.4461866322,0.455875258,0.4757547929
143,0.4718055894,0.4347646251,0.443165488,0.4427895429,0.4527350922,0.4719610207
144,0.4758904836,0.4388650627,0.4459275286,0.4462505396,0.4564959185,0.4704326204
145,0.4795354375,0.4357011038,0.4429159675,0.4497700714,0.460342557,0.470978193
146,0.4760238922,0.4390059872,0.4399117677,0.4468819212,0.4568274652,0.467957756
147,0.4730962434,0.4419845611,0.443554632,0.4437337846,0.4536430257,0.4721946509
148,0.4720590724,0.4389196394,0.440588521,0.4464261971,0.4569867318,0.4692826174
149,0.4761164141,0.4361042424,0.4375458383,0.4433983607,0.4535796793,0.4662742457
150,0.4794081151,0.4332330531,0.4411913684,0.4459529536,0.4553278002,0.4706388413
151,0.4835255037,0.437029738,0.4382788514,0.4485583679,0.4522329638,0.4671035407
152,0.486628309,0.4402946488,0.4421737694,0.4453477469,0.4499679792,0.4636649367
153,0.4904531993,0.4440630544,0.4457569424,0.4422185847,0.4527565541,0.4627372061
154,0.4870458401,0.4412685239,0.4487728112,0.4390194712,0.4498170034,0.4633313219
155,0.4840345451,0.4384693595,0.4458173929,0.4427317706,0.4517195227,0.4606653688
156,0.4810083965,0.4355684712,0.4428640075,0.4461198212,0.4485087291,0.4649256156
157,0.4780740545,0.4392211423,0.439927476,0.4499420547,0.451976291,0.468841063
158,0.4748520241,0.4364020971,0.4424540819,0.4470583221,0.4533189084,0.4651791912
159,0.4717326349,0.4400116132,0.4397700936,0.4505060636,0.4566759993,0.4622353453
160,0.4735256412,0.4371154856,0.4424228858,0.4539537657,0.4602637101,0.4659891871
161,0.4769833633,0.4343828716,0.4395671837,0.4561026463,0.4583875095,0.4694619774
162,0.4738358521,0.4378774256,0.4367468462,0.4534362891,0.4553893273,0.472758371
163,0.4710410432,0.4352001231,0.4342225708,0.4566750966,0.4523123538,0.4694032691
164,0.4721602019,0.4386950935,0.4379188532,0.4536792343,0.4491067288,0.4734613191
165,0.469310777,0.4416295951,0.4351815975,0.4572126642,0.4529419661,0.4770700582
166,0.4674387559,0.4388487122,0.438552346,0.4544951106,0.4566605943,0.4741360611
167,0.4685232147,0.4416153587,0.4419541252,0.4517856055,0.4546384757,0.4726733388
168,0.4723071142,0.4451210494,0.4391109492,0.4549977028,0.4516291001,0.4694891253
169,0.4756664246,0.4423264314,0.4424718122,0.4523783652,0.4551937479,0.4686334883
170,0.4728788352,0.4395930563,0.4459719833,0.4544495923,0.4523106054,0.4654158008
171,0.4764327172,0.4368810453,0.44337187,0.4576244141,0.4559897057,0.4689436165
172,0.4734362574,0.4346083466,0.4407900437,0.4610971128,0.4594277798,0.466123868
173,0.4763591482,0.4372037933,0.4382852067,0.4582214907,0.461454089,0.4698699266
174,0.4734306091,0.4346790555,0.4356690566,0.4614804355,0.4586922836,0.4703890389
175,0.4725556056,0.4379259002,0.4390703804,0.4589368668,0.455916831,0.4736660234
176,0.4741212934,0.441136866,0.4373275905,0.456131395,0.4590114801,0.4710280789
177,0.4770725258,0.4385099631,0.4405951006,0.4590803851,0.4616824208,0.4742926134
178,0.480502003,0.4360695929,0.4431829836,0.4564643066,0.4592874069,0.4716713224
179,0.4776636839,0.4342021431,0.446346452,0.4549322196,0.456377581,0.468897764
180,0.4748934126,0.4373676951,0.449384214,0.4580918363,0.4597598266,0.4661318341
181,0.4782046536,0.4404894084,0.4467544658,0.4553349386,0.4573193517,0.4675463292
182,0.4755086465,0.4437164529,0.4441918614,0.452871055,0.4553238761,0.4649360432
183,0.4725564147,0.4469461433,0.4418230871,0.4502983939,0.4566108569,0.4679829248
